Texas Education Agency

Total Enrollment Counts in Student Program and Special Populations Reports

PEIMS Data 2022-2023

"SCOPE","AGGREGATION LEVEL","YEAR","CAMPUS NUMBER","CAMPUS NAME","GRADE GROUP","DISTRICT NUMBER","DISTRICT NAME","REGION","COUNTY NUMBER","COUNTY NAME","ALL ENROLLMENT","AT RISK","BILINGUAL","DYSLEXIC","ECONOMICALLY DISADVANTAGED","EMERGENT BILINGUAL/ENGLISH LEARNER","ESL","FOSTER CARE","GIFTED & TALENTED","HOMELESS","MILITARY CONNECTED","SECTION 504","SPECIAL EDUCATION","TITLE I"
"STATE","CAMPUS","2022-2023",057850002,"PIONEER TECHNOLOGY (PTAA) GREENVILLE","ELEMENTARY / SECONDARY",057850,"PIONEER TECHNOLOGY & ARTS ACADEMY",10,057,"DALLAS COUNTY",658,280,0,22,186,37,0,-999,56,-999,0,63,52,658
"STATE","CAMPUS","2022-2023",057850001,"PIONEER TECHNOLOGY (PTAA) MESQUITE","ELEMENTARY / SECONDARY",057850,"PIONEER TECHNOLOGY & ARTS ACADEMY",10,057,"DALLAS COUNTY",644,454,0,31,396,276,-999,0,41,-999,0,35,42,644
"STATE","CAMPUS","2022-2023",057850004,"PIONEER TECHNOLOGY (PTAA) MESQUITE EL","ELEMENTARY",057850,"PIONEER TECHNOLOGY & ARTS ACADEMY",10,057,"DALLAS COUNTY",288,95,0,-999,133,-999,-999,-999,17,0,0,-999,17,285
"STATE","CAMPUS","2022-2023",057850005,"PIONEER TECHNOLOGY (PTAA) ROYSE CITY EL","ELEMENTARY",057850,"PIONEER TECHNOLOGY & ARTS ACADEMY",10,057,"DALLAS COUNTY",220,45,0,-999,62,-999,0,0,-999,0,0,-999,30,214
"STATE","CAMPUS","2022-2023",057850006,"PIONEER TECHNOLOGY AND ARTS ACADEMY NORTH DALLAS","ELEMENTARY / SECONDARY",057850,"PIONEER TECHNOLOGY & ARTS ACADEMY",10,057,"DALLAS COUNTY",286,121,0,15,92,41,0,0,40,0,0,26,20,0
"STATE","CAMPUS","2022-2023",057914123,"PIRRUNG EL","ELEMENTARY",057914,"MESQUITE ISD",10,057,"DALLAS COUNTY",446,197,0,38,351,46,43,-999,12,-999,33,28,86,446
"STATE","CAMPUS","2022-2023",245903102,"PITTMAN EL","ELEMENTARY",245903,"RAYMONDVILLE ISD",01,245,"WILLACY COUNTY",579,282,0,17,500,35,33,0,39,-999,-999,18,109,579
"STATE","CAMPUS","2022-2023",032902103,"PITTSBURG EL","ELEMENTARY",032902,"PITTSBURG ISD",08,032,"CAMP COUNTY",545,291,33,37,435,163,22,-999,25,23,18,55,82,545
"STATE","CAMPUS","2022-2023",032902002,"PITTSBURG H S","HIGH SCHOOL",032902,"PITTSBURG ISD",08,032,"CAMP COUNTY",726,312,0,23,569,87,87,0,31,-999,30,104,85,726
"STATE","CAMPUS","2022-2023",032902105,"PITTSBURG INT","MIDDLE SCHOOL",032902,"PITTSBURG ISD",08,032,"CAMP COUNTY",296,158,0,27,248,90,-999,0,23,33,15,-999,46,296
"STATE","CAMPUS","2022-2023",032902041,"PITTSBURG J H","JUNIOR HIGH SCHOOL",032902,"PITTSBURG ISD",08,032,"CAMP COUNTY",349,121,0,-999,287,51,50,-999,26,-999,-999,46,45,349
"STATE","CAMPUS","2022-2023",032902104,"PITTSBURG PRI","ELEMENTARY",032902,"PITTSBURG ISD",08,032,"CAMP COUNTY",444,287,96,-999,380,108,-999,-999,0,19,-999,-999,46,444
"STATE","CAMPUS","2022-2023",220905228,"PK SATELLITE CENTERS","ELEMENTARY",220905,"FORT WORTH ISD",11,220,"TARRANT COUNTY",224,223,0,0,224,39,20,0,0,-999,0,0,10,224
"STATE","CAMPUS","2022-2023",235901103,"PLACEDO EL","ELEMENTARY",235901,"BLOOMINGTON ISD",03,235,"VICTORIA COUNTY",191,108,0,0,160,31,29,0,0,0,-999,-999,25,191
"STATE","CAMPUS","2022-2023",251902101,"PLAINS EL","ELEMENTARY",251902,"PLAINS ISD",17,251,"YOAKUM COUNTY",203,93,0,13,134,43,43,0,-999,0,0,-999,32,203
"STATE","CAMPUS","2022-2023",251902001,"PLAINS H S","HIGH SCHOOL",251902,"PLAINS ISD",17,251,"YOAKUM COUNTY",132,46,0,-999,78,-999,-999,0,12,0,-999,16,-999,132
"STATE","CAMPUS","2022-2023",251902041,"PLAINS MIDDLE","MIDDLE SCHOOL",251902,"PLAINS ISD",17,251,"YOAKUM COUNTY",96,52,0,-999,66,-999,-999,0,-999,0,-999,-999,-999,96
"STATE","CAMPUS","2022-2023",095905001,"PLAINVIEW H S","HIGH SCHOOL",095905,"PLAINVIEW ISD",17,095,"HALE COUNTY",1442,912,0,118,1129,98,45,-999,180,-999,13,125,157,1442
"STATE","CAMPUS","2022-2023",095905122,"PLAINVIEW INT","MIDDLE SCHOOL",095905,"PLAINVIEW ISD",17,095,"HALE COUNTY",702,468,0,98,583,103,74,-999,88,-999,-999,80,85,702
"STATE","CAMPUS","2022-2023",095905121,"PLAINVIEW J H","JUNIOR HIGH SCHOOL",095905,"PLAINVIEW ISD",17,095,"HALE COUNTY",763,519,0,81,636,69,32,-999,61,-999,-999,62,113,763
"STATE","CAMPUS","2022-2023",043910006,"PLANO EAST SR H S","HIGH SCHOOL",043910,"PLANO ISD",10,043,"COLLIN COUNTY",3082,584,0,89,996,414,398,0,783,21,0,278,265,0
"STATE","CAMPUS","2022-2023",043910008,"PLANO ISD ACADEMY H S","HIGH SCHOOL",043910,"PLANO ISD",10,043,"COLLIN COUNTY",350,20,0,16,64,-999,-999,0,124,0,0,76,19,0
"STATE","CAMPUS","2022-2023",043910025,"PLANO JJAEP","HIGH SCHOOL",043910,"PLANO ISD",10,043,"COLLIN COUNTY","<10",-999,0,0,-999,-999,-999,0,0,-999,0,0,-999,0
"STATE","CAMPUS","2022-2023",043910001,"PLANO SR H S","HIGH SCHOOL",043910,"PLANO ISD",10,043,"COLLIN COUNTY",2288,459,0,95,711,256,246,0,496,21,0,328,263,0
"STATE","CAMPUS","2022-2023",043910010,"PLANO WEST SENIOR H S","HIGH SCHOOL",043910,"PLANO ISD",10,043,"COLLIN COUNTY",2625,489,0,65,611,319,301,-999,675,14,0,332,199,0
"STATE","CAMPUS","2022-2023",071905033,"PLATO ACADEMY","HIGH SCHOOL",071905,"YSLETA ISD",19,071,"EL PASO COUNTY",60,59,0,-999,53,20,20,0,0,-999,0,-999,-999,0
"STATE","CAMPUS","2022-2023",057905273,"PLEASANT GROVE EL","ELEMENTARY",057905,"DALLAS ISD",10,057,"DALLAS COUNTY",469,316,282,17,450,286,0,0,74,11,-999,21,58,469
"STATE","CAMPUS","2022-2023",019912001,"PLEASANT GROVE H S","HIGH SCHOOL",019912,"PLEASANT GROVE ISD",08,019,"BOWIE COUNTY",796,252,0,58,226,23,23,0,100,-999,33,155,74,0
"STATE","CAMPUS","2022-2023",019912200,"PLEASANT GROVE INT","ELEMENTARY",019912,"PLEASANT GROVE ISD",08,019,"BOWIE COUNTY",483,88,0,-999,188,20,19,0,52,0,33,86,53,483
"STATE","CAMPUS","2022-2023",019912041,"PLEASANT GROVE MIDDLE","MIDDLE SCHOOL",019912,"PLEASANT GROVE ISD",08,019,"BOWIE COUNTY",501,126,0,64,204,18,18,0,70,-999,28,100,60,0
"STATE","CAMPUS","2022-2023",227901130,"PLEASANT HILL EL","ELEMENTARY",227901,"AUSTIN ISD",13,227,"TRAVIS COUNTY",374,217,125,31,344,184,38,0,14,-999,0,18,79,374
"STATE","CAMPUS","2022-2023",246913114,"PLEASANT HILL EL","ELEMENTARY",246913,"LEANDER ISD",13,246,"WILLIAMSON COUNTY",688,315,0,27,190,66,64,-999,82,-999,-999,23,143,-999
"STATE","CAMPUS","2022-2023",057913101,"PLEASANT RUN EL","ELEMENTARY",057913,"LANCASTER ISD",10,057,"DALLAS COUNTY",622,471,0,-999,617,16,14,-999,22,44,31,15,53,622
"STATE","CAMPUS","2022-2023",188901122,"PLEASANT VALLEY EL","ELEMENTARY",188901,"AMARILLO ISD",16,188,"POTTER COUNTY",214,115,0,10,192,23,23,0,0,10,0,-999,36,214
"STATE","CAMPUS","2022-2023",126911104,"PLEASANT VIEW EL","ELEMENTARY",126911,"GODLEY ISD",11,126,"JOHNSON COUNTY",480,276,0,37,302,108,107,-999,21,-999,38,32,78,480
"STATE","CAMPUS","2022-2023",007905103,"PLEASANTON EL","ELEMENTARY",007905,"PLEASANTON ISD",20,007,"ATASCOSA COUNTY",958,443,24,106,670,58,-999,-999,62,22,32,98,164,958
"STATE","CAMPUS","2022-2023",007905001,"PLEASANTON H S","HIGH SCHOOL",007905,"PLEASANTON ISD",20,007,"ATASCOSA COUNTY",944,527,0,93,570,50,40,0,49,-999,16,167,120,944
"STATE","CAMPUS","2022-2023",007905005,"PLEASANTON ISD SCHOOL OF CHOICE","HIGH SCHOOL",007905,"PLEASANTON ISD",20,007,"ATASCOSA COUNTY","<10",-999,0,-999,-999,-999,0,0,0,0,0,-999,-999,0
"STATE","CAMPUS","2022-2023",007905041,"PLEASANTON J H","MIDDLE SCHOOL",007905,"PLEASANTON ISD",20,007,"ATASCOSA COUNTY",772,248,0,89,513,49,42,-999,-999,10,13,109,118,772
"STATE","CAMPUS","2022-2023",007905105,"PLEASANTON PRI","ELEMENTARY",007905,"PLEASANTON ISD",20,007,"ATASCOSA COUNTY",695,240,25,-999,505,-999,-999,-999,-999,-999,43,-999,82,695
"STATE","CAMPUS","2022-2023",101912220,"PLEASANTVILLE EL","ELEMENTARY",101912,"HOUSTON ISD",04,101,"HARRIS COUNTY",233,175,-999,12,225,61,35,0,-999,11,0,-999,26,233
"STATE","CAMPUS","2022-2023",028902104,"PLUM CREEK EL","ELEMENTARY",028902,"LOCKHART ISD",13,028,"CALDWELL COUNTY",503,434,204,27,415,263,40,-999,19,12,0,32,58,503
"STATE","CAMPUS","2022-2023",126905105,"PLUM CREEK EL","ELEMENTARY",126905,"JOSHUA ISD",11,126,"JOHNSON COUNTY",462,235,0,-999,270,22,20,-999,-999,-999,35,29,67,462
"STATE","CAMPUS","2022-2023",057904102,"PLUMMER EL","ELEMENTARY",057904,"CEDAR HILL ISD",10,057,"DALLAS COUNTY",475,187,-999,10,409,-999,-999,-999,-999,-999,23,13,33,475
"STATE","CAMPUS","2022-2023",101902051,"PLUMMER MIDDLE","MIDDLE SCHOOL",101902,"ALDINE ISD",04,101,"HARRIS COUNTY",987,856,0,72,900,435,236,-999,21,-999,-999,68,119,987
"STATE","CAMPUS","2022-2023",101912221,"POE EL","ELEMENTARY",101912,"HOUSTON ISD",04,101,"HARRIS COUNTY",790,283,107,42,267,186,73,0,145,21,0,50,70,-999
"STATE","CAMPUS","2022-2023",015907054,"POE MIDDLE","JUNIOR HIGH SCHOOL",015907,"SAN ANTONIO ISD",20,015,"BEXAR COUNTY",232,175,0,-999,225,69,12,0,19,-999,-999,12,27,232
"STATE","CAMPUS","2022-2023",101911006,"POINT ALTERNATIVE CENTER","ELEMENTARY / SECONDARY",101911,"GOOSE CREEK CISD",04,101,"HARRIS COUNTY",105,104,0,-999,90,13,-999,0,-999,0,0,21,19,0
"STATE","CAMPUS","2022-2023",071902159,"POLK EL","ELEMENTARY",071902,"EL PASO ISD",19,071,"EL PASO COUNTY",627,347,344,54,299,223,13,0,90,-999,11,48,60,627
"STATE","CAMPUS","2022-2023",057903046,"POLK MIDDLE","MIDDLE SCHOOL",057903,"CARROLLTON-FARMERS BRANCH ISD",10,057,"DALLAS COUNTY",967,654,0,52,738,381,340,0,129,-999,0,45,154,967
"STATE","CAMPUS","2022-2023",220905009,"POLYTECHNIC H S","HIGH SCHOOL",220905,"FORT WORTH ISD",11,220,"TARRANT COUNTY",1277,1121,0,46,1207,705,608,0,165,44,15,55,131,1277
"STATE","CAMPUS","2022-2023",101917113,"POMEROY EL","ELEMENTARY",101917,"PASADENA ISD",04,101,"HARRIS COUNTY",789,631,488,34,729,466,-999,0,54,13,-999,33,83,789
"STATE","CAMPUS","2022-2023",020901118,"POMONA EL","ELEMENTARY",020901,"ALVIN ISD",04,020,"BRAZORIA COUNTY",806,277,0,18,226,93,87,-999,79,-999,17,37,80,-999
"STATE","CAMPUS","2022-2023",246909117,"POND SPRINGS EL","ELEMENTARY",246909,"ROUND ROCK ISD",13,246,"WILLIAMSON COUNTY",516,190,0,23,149,54,52,0,54,10,10,24,70,10
"STATE","CAMPUS","2022-2023",061906101,"PONDER EL","ELEMENTARY",061906,"PONDER ISD",11,061,"DENTON COUNTY",754,314,0,26,333,135,117,0,66,-999,70,45,129,753
"STATE","CAMPUS","2022-2023",061906001,"PONDER H S","HIGH SCHOOL",061906,"PONDER ISD",11,061,"DENTON COUNTY",505,162,0,28,183,47,18,0,52,-999,12,49,55,0
"STATE","CAMPUS","2022-2023",061906041,"PONDER J H","MIDDLE SCHOOL",061906,"PONDER ISD",11,061,"DENTON COUNTY",381,181,0,25,152,57,52,0,50,-999,21,66,37,0
"STATE","CAMPUS","2022-2023",101919103,"PONDEROSA EL","ELEMENTARY",101919,"SPRING ISD",04,101,"HARRIS COUNTY",784,500,126,-999,700,307,16,-999,29,-999,29,-999,92,782
"STATE","CAMPUS","2022-2023",184901101,"POOLVILLE EL","ELEMENTARY",184901,"POOLVILLE ISD",11,184,"PARKER COUNTY",380,121,0,17,199,36,36,-999,-999,0,15,26,40,380
"STATE","CAMPUS","2022-2023",184901001,"POOLVILLE H S","HIGH SCHOOL",184901,"POOLVILLE ISD",11,184,"PARKER COUNTY",170,51,0,-999,59,-999,-999,0,-999,0,-999,26,11,0
"STATE","CAMPUS","2022-2023",184901041,"POOLVILLE J H","MIDDLE SCHOOL",184901,"POOLVILLE ISD",11,184,"PARKER COUNTY",172,82,0,-999,95,-999,-999,0,16,0,-999,22,21,172
"STATE","CAMPUS","2022-2023",101907156,"POPE EL","ELEMENTARY",101907,"CYPRESS-FAIRBANKS ISD",04,101,"HARRIS COUNTY",1001,246,0,47,115,95,92,0,155,-999,71,35,144,-999
"STATE","CAMPUS","2022-2023",220901120,"POPE EL","ELEMENTARY",220901,"ARLINGTON ISD",11,220,"TARRANT COUNTY",524,325,-999,25,425,102,99,0,32,-999,-999,21,62,524
"STATE","CAMPUS","2022-2023",227910101,"POPHAM EL","ELEMENTARY",227910,"DEL VALLE ISD",13,227,"TRAVIS COUNTY",618,325,246,30,561,243,43,-999,15,-999,0,17,97,618
"STATE","CAMPUS","2022-2023",015801001,"POR VIDA ACADEMY CHARTER H S","HIGH SCHOOL",015801,"POR VIDA ACADEMY",20,015,"BEXAR COUNTY",88,88,0,-999,82,0,0,-999,0,-999,0,-999,-999,88
"STATE","CAMPUS","2022-2023",015801002,"POR VIDA ACADEMY CORPUS CHRISTI","HIGH SCHOOL",015801,"POR VIDA ACADEMY",20,015,"BEXAR COUNTY",47,47,0,-999,31,0,0,0,0,-999,-999,-999,-999,47
"STATE","CAMPUS","2022-2023",123907113,"PORT ACRES EL","ELEMENTARY",123907,"PORT ARTHUR ISD",05,123,"JEFFERSON COUNTY",479,128,0,16,415,88,87,-999,14,-999,0,15,57,479
"STATE","CAMPUS","2022-2023",178908001,"PORT ARANSAS H S","HIGH SCHOOL",178908,"PORT ARANSAS ISD",02,178,"NUECES COUNTY",204,47,0,18,39,-999,-999,0,30,0,25,30,12,204
"STATE","CAMPUS","2022-2023",101912222,"PORT HOUSTON EL","ELEMENTARY",101912,"HOUSTON ISD",04,101,"HARRIS COUNTY",278,240,62,-999,276,179,41,0,16,36,0,-999,27,278
"STATE","CAMPUS","2022-2023",031909001,"PORT ISABEL H S","HIGH SCHOOL",031909,"POINT ISABEL ISD",01,031,"CAMERON COUNTY",606,446,0,17,500,204,194,0,35,13,-999,30,56,606
"STATE","CAMPUS","2022-2023",031909041,"PORT ISABEL J H","MIDDLE SCHOOL",031909,"POINT ISABEL ISD",01,031,"CAMERON COUNTY",425,326,0,16,-999,202,-999,-999,32,14,-999,28,-999,425
"STATE","CAMPUS","2022-2023",123908102,"PORT NECHES EL","ELEMENTARY",123908,"PORT NECHES-GROVES ISD",05,123,"JEFFERSON COUNTY",378,74,0,34,153,31,31,0,15,0,0,37,48,378
"STATE","CAMPUS","2022-2023",123908042,"PORT NECHES MIDDLE","MIDDLE SCHOOL",123908,"PORT NECHES-GROVES ISD",05,123,"JEFFERSON COUNTY",599,224,0,47,213,39,39,0,74,0,0,61,40,0
"STATE","CAMPUS","2022-2023",123908001,"PORT NECHES-GROVES H S","HIGH SCHOOL",123908,"PORT NECHES-GROVES ISD",05,123,"JEFFERSON COUNTY",1627,786,0,72,693,84,84,0,206,0,0,159,129,0
"STATE","CAMPUS","2022-2023",029901105,"PORT O CONNOR SCHOOL","ELEMENTARY",029901,"CALHOUN COUNTY ISD",03,029,"CALHOUN COUNTY",63,17,0,-999,35,-999,-999,0,-999,-999,-999,-999,-999,63
"STATE","CAMPUS","2022-2023",031901002,"PORTER EARLY COLLEGE H S","HIGH SCHOOL",031901,"BROWNSVILLE ISD",01,031,"CAMERON COUNTY",1814,1579,0,138,1712,859,857,11,208,105,0,183,257,1814
"STATE","CAMPUS","2022-2023",057914117,"PORTER EL","ELEMENTARY",057914,"MESQUITE ISD",10,057,"DALLAS COUNTY",413,282,180,31,343,213,26,0,20,10,-999,21,67,413
"STATE","CAMPUS","2022-2023",170908101,"PORTER EL","ELEMENTARY",170908,"NEW CANEY ISD",06,170,"MONTGOMERY COUNTY",792,614,291,43,708,269,17,-999,11,-999,15,47,97,792
"STATE","CAMPUS","2022-2023",170908006,"PORTER H S","HIGH SCHOOL",170908,"NEW CANEY ISD",06,170,"MONTGOMERY COUNTY",2209,1242,0,143,1437,490,427,11,128,21,95,276,168,0
"STATE","CAMPUS","2022-2023",015814001,"POSITIVE SOLUTIONS CHARTER","HIGH SCHOOL",015814,"POSITIVE SOLUTIONS CHARTER SCHOOL",20,015,"BEXAR COUNTY",101,101,0,-999,90,-999,0,0,0,0,0,-999,22,101
"STATE","CAMPUS","2022-2023",085902101,"POST EL","ELEMENTARY",085902,"POST ISD",17,085,"GARZA COUNTY",341,162,0,13,259,33,33,0,-999,-999,0,15,60,341
"STATE","CAMPUS","2022-2023",101907104,"POST EL","ELEMENTARY",101907,"CYPRESS-FAIRBANKS ISD",04,101,"HARRIS COUNTY",868,486,65,26,628,229,76,-999,40,14,24,17,116,868
"STATE","CAMPUS","2022-2023",085902001,"POST H S","HIGH SCHOOL",085902,"POST ISD",17,085,"GARZA COUNTY",217,45,0,20,132,16,14,0,-999,-999,-999,20,27,217
"STATE","CAMPUS","2022-2023",085902041,"POST MIDDLE","MIDDLE SCHOOL",085902,"POST ISD",17,085,"GARZA COUNTY",183,34,0,18,121,19,19,0,-999,-999,-999,21,28,183
"STATE","CAMPUS","2022-2023",101907147,"POSTMA EL","ELEMENTARY",101907,"CYPRESS-FAIRBANKS ISD",04,101,"HARRIS COUNTY",1247,562,0,18,556,299,280,-999,48,-999,53,11,164,-999
"STATE","CAMPUS","2022-2023",007906101,"POTEET EL","ELEMENTARY",007906,"POTEET ISD",20,007,"ATASCOSA COUNTY",544,341,43,-999,442,63,-999,-999,-999,-999,-999,-999,56,544
"STATE","CAMPUS","2022-2023",007906001,"POTEET H S","HIGH SCHOOL",007906,"POTEET ISD",20,007,"ATASCOSA COUNTY",508,292,0,47,360,33,33,0,37,-999,0,69,65,508
"STATE","CAMPUS","2022-2023",057914004,"POTEET H S","HIGH SCHOOL",057914,"MESQUITE ISD",10,057,"DALLAS COUNTY",1592,1008,0,134,1129,236,217,-999,165,45,76,209,171,1592
"STATE","CAMPUS","2022-2023",007906102,"POTEET INT","ELEMENTARY",007906,"POTEET ISD",20,007,"ATASCOSA COUNTY",372,217,29,-999,307,35,-999,0,-999,-999,0,-999,64,372
"STATE","CAMPUS","2022-2023",007906041,"POTEET J H","MIDDLE SCHOOL",007906,"POTEET ISD",20,007,"ATASCOSA COUNTY",413,267,0,54,277,51,50,0,31,-999,0,71,67,413
"STATE","CAMPUS","2022-2023",247904101,"POTH EL","ELEMENTARY",247904,"POTH ISD",20,247,"WILSON COUNTY",455,70,0,17,185,26,25,0,17,0,-999,26,67,455
"STATE","CAMPUS","2022-2023",247904001,"POTH H S","HIGH SCHOOL",247904,"POTH ISD",20,247,"WILSON COUNTY",274,52,0,11,72,11,10,0,30,-999,-999,30,23,0
"STATE","CAMPUS","2022-2023",247904041,"POTH J H","MIDDLE SCHOOL",247904,"POTH ISD",20,247,"WILSON COUNTY",206,109,0,22,67,16,16,0,28,0,-999,25,24,0
"STATE","CAMPUS","2022-2023",163908105,"POTRANCO EL","ELEMENTARY",163908,"MEDINA VALLEY ISD",20,163,"MEDINA COUNTY",847,450,64,34,396,77,-999,-999,42,-999,275,41,158,847
"STATE","CAMPUS","2022-2023",091913101,"POTTSBORO EL","ELEMENTARY",091913,"POTTSBORO ISD",10,091,"GRAYSON COUNTY",543,143,0,49,223,-999,-999,0,25,0,36,62,81,543
"STATE","CAMPUS","2022-2023",091913001,"POTTSBORO H S","HIGH SCHOOL",091913,"POTTSBORO ISD",10,091,"GRAYSON COUNTY",487,193,0,45,147,-999,-999,0,25,-999,46,95,44,0
"STATE","CAMPUS","2022-2023",091913041,"POTTSBORO MIDDLE","MIDDLE SCHOOL",091913,"POTTSBORO ISD",10,091,"GRAYSON COUNTY",459,176,0,60,182,-999,-999,-999,23,0,39,103,63,0
"STATE","CAMPUS","2022-2023",015915112,"POWELL EL","ELEMENTARY",015915,"NORTHSIDE ISD",20,015,"BEXAR COUNTY",385,231,-999,-999,348,-999,0,-999,22,-999,-999,23,76,385
"STATE","CAMPUS","2022-2023",170902122,"POWELL EL","ELEMENTARY",170902,"CONROE ISD",06,170,"MONTGOMERY COUNTY",890,270,0,25,209,110,105,-999,77,-999,-999,27,84,-999
"STATE","CAMPUS","2022-2023",240903119,"PRADA EL","ELEMENTARY",240903,"UNITED ISD",01,240,"WEBB COUNTY",741,586,401,43,697,442,0,-999,18,-999,16,43,114,741
"STATE","CAMPUS","2022-2023",057916123,"PRAIRIE CREEK EL","ELEMENTARY",057916,"RICHARDSON ISD",10,057,"DALLAS COUNTY",300,64,0,52,24,-999,-999,0,48,0,-999,54,42,0
"STATE","CAMPUS","2022-2023",028906001,"PRAIRIE LEA SCHOOL","ELEMENTARY / SECONDARY",028906,"PRAIRIE LEA ISD",13,028,"CALDWELL COUNTY",229,155,0,13,183,29,28,0,-999,-999,-999,11,25,229
"STATE","CAMPUS","2022-2023",061902126,"PRAIRIE TRAIL ELEMENTARY","ELEMENTARY",061902,"LEWISVILLE ISD",11,061,"DENTON COUNTY",643,253,225,39,160,153,30,0,45,-999,0,33,114,0
"STATE","CAMPUS","2022-2023",169909001,"PRAIRIE VALLEY SCHOOL","ELEMENTARY / SECONDARY",169909,"PRAIRIE VALLEY ISD",09,169,"MONTAGUE COUNTY",128,25,0,-999,81,0,0,0,-999,0,-999,-999,21,128
"STATE","CAMPUS","2022-2023",061911111,"PRAIRIE VIEW EL","ELEMENTARY",061911,"NORTHWEST ISD",11,061,"DENTON COUNTY",631,368,153,45,341,191,39,-999,20,-999,37,43,93,631
"STATE","CAMPUS","2022-2023",220918044,"PRAIRIE VISTA","MIDDLE SCHOOL",220918,"EAGLE MT-SAGINAW ISD",11,220,"TARRANT COUNTY",923,560,-999,75,477,195,186,-999,78,-999,87,88,145,0
"STATE","CAMPUS","2022-2023",139912001,"PRAIRILAND H S","HIGH SCHOOL",139912,"PRAIRILAND ISD",08,139,"LAMAR COUNTY",292,66,0,38,113,-999,-999,0,27,0,-999,52,18,0
"STATE","CAMPUS","2022-2023",139912041,"PRAIRILAND J H","MIDDLE SCHOOL",139912,"PRAIRILAND ISD",08,139,"LAMAR COUNTY",248,88,0,31,141,-999,-999,0,21,0,-999,41,26,0
"STATE","CAMPUS","2022-2023",220915109,"PRE K CENTER","ELEMENTARY",220915,"AZLE ISD",11,220,"TARRANT COUNTY",204,-999,16,0,149,20,-999,-999,0,11,12,0,56,204
"STATE","CAMPUS","2022-2023",015905141,"PRE-K 4 SAN ANTONIO","ELEMENTARY",015905,"EDGEWOOD ISD",20,015,"BEXAR COUNTY",51,16,14,0,51,16,-999,0,0,0,0,0,0,51
"STATE","CAMPUS","2022-2023",165901136,"PRE-K ACADEMY AT MIDLAND COLLEGE","ELEMENTARY",165901,"MIDLAND ISD",18,165,"MIDLAND COUNTY",68,40,0,0,-999,18,16,0,0,17,0,0,-999,68
"STATE","CAMPUS","2022-2023",015910148,"PRE-K ACADEMY AT WEST AVENUE","ELEMENTARY",015910,"NORTH EAST ISD",20,015,"BEXAR COUNTY",322,173,107,-999,267,119,19,-999,0,-999,12,-999,62,322
"STATE","CAMPUS","2022-2023",015911109,"PRE/K FOR SA - EAST CENTRAL ISD","ELEMENTARY",015911,"EAST CENTRAL ISD",20,015,"BEXAR COUNTY",24,-999,-999,0,18,-999,0,-999,0,0,-999,0,0,0
"STATE","CAMPUS","2022-2023",057905102,"PREK PARTNERSHIP CENTER","ELEMENTARY",057905,"DALLAS ISD",10,057,"DALLAS COUNTY",1375,247,-999,0,1337,161,-999,18,0,62,-999,-999,50,1375
"STATE","CAMPUS","2022-2023",015843101,"PRELUDE PREPARATORY CHARTER SCHOOL","ELEMENTARY",015843,"PRELUDE PREPARATORY CHARTER SCHOOL",20,015,"BEXAR COUNTY",98,78,0,-999,83,16,16,-999,0,0,-999,-999,15,0
"STATE","CAMPUS","2022-2023",072801157,"PREMIER H S - CORPUS CHRISTI","HIGH SCHOOL",072801,"PREMIER HIGH SCHOOLS",11,072,"ERATH COUNTY",104,104,0,0,82,-999,0,-999,0,-999,0,22,-999,104
"STATE","CAMPUS","2022-2023",072801164,"PREMIER H S - DESOTO","HIGH SCHOOL",072801,"PREMIER HIGH SCHOOLS",11,072,"ERATH COUNTY",51,51,0,0,36,0,0,0,0,-999,0,-999,-999,0
"STATE","CAMPUS","2022-2023",072801163,"PREMIER H S - FORT WORTH (JACKSBORO)","HIGH SCHOOL",072801,"PREMIER HIGH SCHOOLS",11,072,"ERATH COUNTY",91,91,0,-999,85,32,0,0,0,-999,0,-999,-999,0
"STATE","CAMPUS","2022-2023",072801162,"PREMIER H S - FORT WORTH (SOUTHSIDE)","HIGH SCHOOL",072801,"PREMIER HIGH SCHOOLS",11,072,"ERATH COUNTY",67,67,0,-999,61,17,0,0,0,-999,0,-999,-999,0
"STATE","CAMPUS","2022-2023",072801156,"PREMIER H S - HOUSTON - HOBBY","HIGH SCHOOL",072801,"PREMIER HIGH SCHOOLS",11,072,"ERATH COUNTY",69,69,0,0,57,-999,0,0,0,-999,0,-999,-999,0
"STATE","CAMPUS","2022-2023",072801161,"PREMIER H S - HOUSTON(SHARPSTOWN)","HIGH SCHOOL",072801,"PREMIER HIGH SCHOOLS",11,072,"ERATH COUNTY",42,42,0,0,35,0,0,0,0,0,0,0,-999,0
"STATE","CAMPUS","2022-2023",072801160,"PREMIER H S - LONGVIEW","HIGH SCHOOL",072801,"PREMIER HIGH SCHOOLS",11,072,"ERATH COUNTY",33,33,0,-999,28,0,0,0,0,0,0,-999,-999,0
"STATE","CAMPUS","2022-2023",072801158,"PREMIER H S - LUBBOCK (BRIERCROFT)","HIGH SCHOOL",072801,"PREMIER HIGH SCHOOLS",11,072,"ERATH COUNTY",58,58,0,-999,51,-999,0,0,0,0,0,-999,-999,0
"STATE","CAMPUS","2022-2023",072801150,"PREMIER H S - SAN ANGELO","HIGH SCHOOL",072801,"PREMIER HIGH SCHOOLS",11,072,"ERATH COUNTY",154,154,0,-999,109,-999,-999,-999,0,0,-999,30,15,154
